run_id,model_provider,model_name,model_version,run_timestamp,temperature,prompt_id,prompt_text,schema_version,raw_output_file,parsed_spec_file,parse_success,pre_solve_blocking_errors,pre_solve_warnings,field_accuracy,ambiguity_flagged,manual_repair_required,notes
gemini-3.1-flash-lite-preview__M10__r5,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:23:09.070098+00:00,0.3,M10,Configure a steel bracket in millimeters with a 3 kN real service load using default material values.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M10__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M10__r5.spec.json,true,0,1,,False,False,
gemini-3.1-flash-lite__M1__r1,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:10.206098+00:00,0.3,M1,"Configure a 2:1 cantilever beam with the left edge fixed, a downward point load at the midpoint of the right edge, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M1__r1.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M1__r1.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite__M2__r1,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:11.422098+00:00,0.3,M2,"Configure a 3:1 MBB beam with symmetry on the left edge, a vertical roller support at the bottom-right corner, a downward load at the top-left corner, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M2__r1.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M2__r1.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite__M3__r1,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:12.638099+00:00,0.3,M3,"Configure a cantilever beam with the left edge fixed, a downward load at the right-edge midpoint, a circular pipe hole at the center with radius 0.15, and 40 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M3__r1.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M3__r1.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite__M4__r1,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:13.802097+00:00,0.3,M4,"Make a long bridge-like domain, about 6:1, with supports at both bottom ends and a distributed downward load along the top.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M4__r1.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M4__r1.spec.json,true,0,1,0.7777777777777778,True,False,
gemini-3.1-flash-lite__M5__r1,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:15.098098+00:00,0.3,M5,Configure an L-bracket with the top edge attached to a wall and a horizontal load on the lower part of the right edge.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M5__r1.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M5__r1.spec.json,true,1,1,0.4444444444444444,True,True,
gemini-3.1-flash-lite__M6__r1,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:16.330097+00:00,0.3,M6,"Put a downward force near the right side under the hole, with the left edge fixed.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M6__r1.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M6__r1.spec.json,true,0,1,,True,False,
gemini-3.1-flash-lite__M7__r1,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:17.609111+00:00,0.3,M7,"Configure a short deep cantilever, fixed on the left wall, with two downward loads at the upper and lower right corners.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M7__r1.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M7__r1.spec.json,true,0,0,0.6666666666666666,False,False,
gemini-3.1-flash-lite__M8__r1,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:19.321115+00:00,0.3,M8,"Configure a normalized drone arm mounting bracket in a 4.0 by 1.5 design envelope. Clamp the left mounting edge. Add two bolt-clearance holes near the mount, a protected solid motor pad at the far right, and combined downward and backward loads at the motor pad. Use 35 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M8__r1.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M8__r1.spec.json,true,0,1,0.6666666666666666,True,False,
gemini-3.1-flash-lite__M9__r1,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:20.362112+00:00,0.3,M9,Configure a cantilever with only a load and no support.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M9__r1.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M9__r1.spec.json,true,0,0,,False,False,
gemini-3.1-flash-lite__M10__r1,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:21.529111+00:00,0.3,M10,Configure a steel bracket in millimeters with a 3 kN real service load using default material values.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M10__r1.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M10__r1.spec.json,true,0,1,,False,False,
gemini-3.1-flash-lite__M1__r2,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:22.614112+00:00,0.3,M1,"Configure a 2:1 cantilever beam with the left edge fixed, a downward point load at the midpoint of the right edge, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M1__r2.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M1__r2.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite__M2__r2,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:23.826111+00:00,0.3,M2,"Configure a 3:1 MBB beam with symmetry on the left edge, a vertical roller support at the bottom-right corner, a downward load at the top-left corner, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M2__r2.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M2__r2.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite__M3__r2,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:25.097111+00:00,0.3,M3,"Configure a cantilever beam with the left edge fixed, a downward load at the right-edge midpoint, a circular pipe hole at the center with radius 0.15, and 40 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M3__r2.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M3__r2.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite__M4__r2,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:26.210111+00:00,0.3,M4,"Make a long bridge-like domain, about 6:1, with supports at both bottom ends and a distributed downward load along the top.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M4__r2.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M4__r2.spec.json,true,0,1,0.7777777777777778,True,False,
gemini-3.1-flash-lite__M5__r2,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:27.680125+00:00,0.3,M5,Configure an L-bracket with the top edge attached to a wall and a horizontal load on the lower part of the right edge.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M5__r2.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M5__r2.spec.json,true,1,1,0.4444444444444444,True,True,
gemini-3.1-flash-lite__M6__r2,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:28.990127+00:00,0.3,M6,"Put a downward force near the right side under the hole, with the left edge fixed.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M6__r2.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M6__r2.spec.json,true,0,1,,True,False,
gemini-3.1-flash-lite__M7__r2,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:30.373128+00:00,0.3,M7,"Configure a short deep cantilever, fixed on the left wall, with two downward loads at the upper and lower right corners.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M7__r2.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M7__r2.spec.json,true,0,0,0.6666666666666666,False,False,
gemini-3.1-flash-lite__M8__r2,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:31.827126+00:00,0.3,M8,"Configure a normalized drone arm mounting bracket in a 4.0 by 1.5 design envelope. Clamp the left mounting edge. Add two bolt-clearance holes near the mount, a protected solid motor pad at the far right, and combined downward and backward loads at the motor pad. Use 35 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M8__r2.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M8__r2.spec.json,true,0,1,0.6666666666666666,True,False,
gemini-3.1-flash-lite__M9__r2,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:33.021125+00:00,0.3,M9,Configure a cantilever with only a load and no support.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M9__r2.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M9__r2.spec.json,true,0,0,,False,False,
gemini-3.1-flash-lite__M10__r2,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:34.140127+00:00,0.3,M10,Configure a steel bracket in millimeters with a 3 kN real service load using default material values.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M10__r2.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M10__r2.spec.json,true,0,1,,False,False,
gemini-3.1-flash-lite__M1__r3,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:35.252126+00:00,0.3,M1,"Configure a 2:1 cantilever beam with the left edge fixed, a downward point load at the midpoint of the right edge, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M1__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M1__r3.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite__M2__r3,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:36.427126+00:00,0.3,M2,"Configure a 3:1 MBB beam with symmetry on the left edge, a vertical roller support at the bottom-right corner, a downward load at the top-left corner, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M2__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M2__r3.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite__M3__r3,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:37.669145+00:00,0.3,M3,"Configure a cantilever beam with the left edge fixed, a downward load at the right-edge midpoint, a circular pipe hole at the center with radius 0.15, and 40 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M3__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M3__r3.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite__M4__r3,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:38.881145+00:00,0.3,M4,"Make a long bridge-like domain, about 6:1, with supports at both bottom ends and a distributed downward load along the top.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M4__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M4__r3.spec.json,true,0,1,0.7777777777777778,True,False,
gemini-3.1-flash-lite__M5__r3,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:40.035145+00:00,0.3,M5,Configure an L-bracket with the top edge attached to a wall and a horizontal load on the lower part of the right edge.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M5__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M5__r3.spec.json,true,1,1,0.4444444444444444,True,True,
gemini-3.1-flash-lite__M6__r3,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:41.177145+00:00,0.3,M6,"Put a downward force near the right side under the hole, with the left edge fixed.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M6__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M6__r3.spec.json,true,0,1,,True,False,
gemini-3.1-flash-lite__M7__r3,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:42.527145+00:00,0.3,M7,"Configure a short deep cantilever, fixed on the left wall, with two downward loads at the upper and lower right corners.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M7__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M7__r3.spec.json,true,0,0,0.6666666666666666,False,False,
gemini-3.1-flash-lite__M8__r3,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:44.095145+00:00,0.3,M8,"Configure a normalized drone arm mounting bracket in a 4.0 by 1.5 design envelope. Clamp the left mounting edge. Add two bolt-clearance holes near the mount, a protected solid motor pad at the far right, and combined downward and backward loads at the motor pad. Use 35 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M8__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M8__r3.spec.json,true,0,1,0.6666666666666666,True,False,
gemini-3.1-flash-lite__M9__r3,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:45.126145+00:00,0.3,M9,Configure a cantilever with only a load and no support.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M9__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M9__r3.spec.json,true,0,0,,False,False,
gemini-3.1-flash-lite__M10__r3,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:46.246146+00:00,0.3,M10,Configure a steel bracket in millimeters with a 3 kN real service load using default material values.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M10__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M10__r3.spec.json,true,0,1,,False,False,
gemini-3.1-flash-lite__M1__r4,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:47.474159+00:00,0.3,M1,"Configure a 2:1 cantilever beam with the left edge fixed, a downward point load at the midpoint of the right edge, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M1__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M1__r4.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite__M2__r4,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:48.726158+00:00,0.3,M2,"Configure a 3:1 MBB beam with symmetry on the left edge, a vertical roller support at the bottom-right corner, a downward load at the top-left corner, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M2__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M2__r4.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite__M3__r4,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:49.933158+00:00,0.3,M3,"Configure a cantilever beam with the left edge fixed, a downward load at the right-edge midpoint, a circular pipe hole at the center with radius 0.15, and 40 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M3__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M3__r4.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite__M4__r4,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:51.145158+00:00,0.3,M4,"Make a long bridge-like domain, about 6:1, with supports at both bottom ends and a distributed downward load along the top.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M4__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M4__r4.spec.json,true,0,1,0.7777777777777778,True,False,
gemini-3.1-flash-lite__M5__r4,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:52.384158+00:00,0.3,M5,Configure an L-bracket with the top edge attached to a wall and a horizontal load on the lower part of the right edge.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M5__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M5__r4.spec.json,true,1,1,0.4444444444444444,True,True,
gemini-3.1-flash-lite__M6__r4,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:53.595158+00:00,0.3,M6,"Put a downward force near the right side under the hole, with the left edge fixed.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M6__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M6__r4.spec.json,true,0,1,,True,False,
gemini-3.1-flash-lite__M7__r4,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:54.802158+00:00,0.3,M7,"Configure a short deep cantilever, fixed on the left wall, with two downward loads at the upper and lower right corners.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M7__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M7__r4.spec.json,true,0,0,0.6666666666666666,False,False,
gemini-3.1-flash-lite__M8__r4,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:56.277158+00:00,0.3,M8,"Configure a normalized drone arm mounting bracket in a 4.0 by 1.5 design envelope. Clamp the left mounting edge. Add two bolt-clearance holes near the mount, a protected solid motor pad at the far right, and combined downward and backward loads at the motor pad. Use 35 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M8__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M8__r4.spec.json,true,0,1,0.6666666666666666,True,False,
gemini-3.1-flash-lite__M9__r4,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:57.348171+00:00,0.3,M9,Configure a cantilever with only a load and no support.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M9__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M9__r4.spec.json,true,0,0,,False,False,
gemini-3.1-flash-lite__M10__r4,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:58.458171+00:00,0.3,M10,Configure a steel bracket in millimeters with a 3 kN real service load using default material values.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M10__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M10__r4.spec.json,true,0,1,,False,False,
gemini-3.1-flash-lite__M1__r5,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:23:59.532171+00:00,0.3,M1,"Configure a 2:1 cantilever beam with the left edge fixed, a downward point load at the midpoint of the right edge, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M1__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M1__r5.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite__M2__r5,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:24:00.698181+00:00,0.3,M2,"Configure a 3:1 MBB beam with symmetry on the left edge, a vertical roller support at the bottom-right corner, a downward load at the top-left corner, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M2__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M2__r5.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite__M3__r5,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:24:01.927181+00:00,0.3,M3,"Configure a cantilever beam with the left edge fixed, a downward load at the right-edge midpoint, a circular pipe hole at the center with radius 0.15, and 40 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M3__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M3__r5.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite__M4__r5,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:24:03.176181+00:00,0.3,M4,"Make a long bridge-like domain, about 6:1, with supports at both bottom ends and a distributed downward load along the top.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M4__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M4__r5.spec.json,true,0,1,0.7777777777777778,True,False,
gemini-3.1-flash-lite__M5__r5,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:24:04.459181+00:00,0.3,M5,Configure an L-bracket with the top edge attached to a wall and a horizontal load on the lower part of the right edge.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M5__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M5__r5.spec.json,true,1,1,0.4444444444444444,True,True,
gemini-3.1-flash-lite__M6__r5,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:24:05.742181+00:00,0.3,M6,"Put a downward force near the right side under the hole, with the left edge fixed.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M6__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M6__r5.spec.json,true,0,1,,True,False,
gemini-3.1-flash-lite__M7__r5,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:24:06.969193+00:00,0.3,M7,"Configure a short deep cantilever, fixed on the left wall, with two downward loads at the upper and lower right corners.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M7__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M7__r5.spec.json,true,0,0,0.6666666666666666,False,False,
gemini-3.1-flash-lite__M8__r5,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:24:08.552193+00:00,0.3,M8,"Configure a normalized drone arm mounting bracket in a 4.0 by 1.5 design envelope. Clamp the left mounting edge. Add two bolt-clearance holes near the mount, a protected solid motor pad at the far right, and combined downward and backward loads at the motor pad. Use 35 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M8__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M8__r5.spec.json,true,0,1,0.6666666666666666,True,False,
gemini-3.1-flash-lite__M9__r5,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:24:09.662192+00:00,0.3,M9,Configure a cantilever with only a load and no support.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M9__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M9__r5.spec.json,true,0,0,,False,False,
gemini-3.1-flash-lite__M10__r5,google,gemini-3.1-flash-lite,gemini-3.1-flash-lite,2026-06-12T23:24:10.892193+00:00,0.3,M10,Configure a steel bracket in millimeters with a 3 kN real service load using default material values.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M10__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite__M10__r5.spec.json,true,0,1,,False,False,
gemini-flash-lite-latest__M1__r1,google,gemini-flash-lite-latest,gemini-flash-lite-latest,2026-06-12T23:24:13.014192+00:00,0.3,M1,"Configure a 2:1 cantilever beam with the left edge fixed, a downward point load at the midpoint of the right edge, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-flash-lite-latest__M1__r1.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-flash-lite-latest__M1__r1.spec.json,true,0,0,1.0,False,False,
gemini-flash-lite-latest__M2__r1,google,gemini-flash-lite-latest,gemini-flash-lite-latest,2026-06-12T23:24:14.140192+00:00,0.3,M2,"Configure a 3:1 MBB beam with symmetry on the left edge, a vertical roller support at the bottom-right corner, a downward load at the top-left corner, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-flash-lite-latest__M2__r1.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-flash-lite-latest__M2__r1.spec.json,true,0,0,1.0,False,False,
